"Statistic","Year","Age Group","Sex","UNIT","VALUE"
"Population Estimates (Persons in April)","1964","0 - 4 years","Both sexes","Thousand",""
"Population Estimates (Persons in April)","1964","0 - 4 years","Male","Thousand",""
"Population Estimates (Persons in April)","1964","0 - 4 years","Female","Thousand",""
"Population Estimates (Persons in April)","1964","0 - 14 years","Both sexes","Thousand","893"
"Population Estimates (Persons in April)","1964","0 - 14 years","Male","Thousand","456.3"
"Population Estimates (Persons in April)","1964","0 - 14 years","Female","Thousand","436.7"
"Population Estimates (Persons in April)","1964","1 - 4 years","Both sexes","Thousand","247.6"
"Population Estimates (Persons in April)","1964","1 - 4 years","Male","Thousand","126.4"
"Population Estimates (Persons in April)","1964","1 - 4 years","Female","Thousand","121.2"
"Population Estimates (Persons in April)","1964","5 - 9 years","Both sexes","Thousand","295.1"
"Population Estimates (Persons in April)","1964","5 - 9 years","Male","Thousand","150.7"
"Population Estimates (Persons in April)","1964","5 - 9 years","Female","Thousand","144.4"
"Population Estimates (Persons in April)","1964","10 - 14 years","Both sexes","Thousand","287.4"
"Population Estimates (Persons in April)","1964","10 - 14 years","Male","Thousand","147.1"
"Population Estimates (Persons in April)","1964","10 - 14 years","Female","Thousand","140.3"
"Population Estimates (Persons in April)","1964","15 - 19 years","Both sexes","Thousand","249.6"
"Population Estimates (Persons in April)","1964","15 - 19 years","Male","Thousand","128.4"
"Population Estimates (Persons in April)","1964","15 - 19 years","Female","Thousand","121.2"
"Population Estimates (Persons in April)","1964","15 - 24 years","Both sexes","Thousand","424.3"
"Population Estimates (Persons in April)","1964","15 - 24 years","Male","Thousand","217.6"
"Population Estimates (Persons in April)","1964","15 - 24 years","Female","Thousand","206.7"
"Population Estimates (Persons in April)","1964","15 years and over","Both sexes","Thousand","1970.8"
"Population Estimates (Persons in April)","1964","15 years and over","Male","Thousand","983.5"
"Population Estimates (Persons in April)","1964","15 years and over","Female","Thousand","987.3"
"Population Estimates (Persons in April)","1964","20 - 24 years","Both sexes","Thousand","174.7"
"Population Estimates (Persons in April)","1964","20 - 24 years","Male","Thousand","89.2"
"Population Estimates (Persons in April)","1964","20 - 24 years","Female","Thousand","85.5"
"Population Estimates (Persons in April)","1964","25 - 29 years","Both sexes","Thousand","148.1"
"Population Estimates (Persons in April)","1964","25 - 29 years","Male","Thousand","74.1"
"Population Estimates (Persons in April)","1964","25 - 29 years","Female","Thousand","74"
"Population Estimates (Persons in April)","1964","25 - 44 years","Both sexes","Thousand","623.9"
"Population Estimates (Persons in April)","1964","25 - 44 years","Male","Thousand","310.3"
"Population Estimates (Persons in April)","1964","25 - 44 years","Female","Thousand","313.6"
"Population Estimates (Persons in April)","1964","30 - 34 years","Both sexes","Thousand","149.4"
"Population Estimates (Persons in April)","1964","30 - 34 years","Male","Thousand","74.6"
"Population Estimates (Persons in April)","1964","30 - 34 years","Female","Thousand","74.8"
"Population Estimates (Persons in April)","1964","35 - 39 years","Both sexes","Thousand","159.8"
"Population Estimates (Persons in April)","1964","35 - 39 years","Male","Thousand","78.8"
"Population Estimates (Persons in April)","1964","35 - 39 years","Female","Thousand","81"
"Population Estimates (Persons in April)","1964","40 - 44 years","Both sexes","Thousand","166.6"
"Population Estimates (Persons in April)","1964","40 - 44 years","Male","Thousand","82.8"
"Population Estimates (Persons in April)","1964","40 - 44 years","Female","Thousand","83.8"
"Population Estimates (Persons in April)","1964","45 - 49 years","Both sexes","Thousand","170.1"
"Population Estimates (Persons in April)","1964","45 - 49 years","Male","Thousand","86"
"Population Estimates (Persons in April)","1964","45 - 49 years","Female","Thousand","84.1"
"Population Estimates (Persons in April)","1964","45 - 64 years","Both sexes","Thousand","602.1"
"Population Estimates (Persons in April)","1964","45 - 64 years","Male","Thousand","305.5"
"Population Estimates (Persons in April)","1964","45 - 64 years","Female","Thousand","296.6"
"Population Estimates (Persons in April)","1964","50 - 54 years","Both sexes","Thousand","162.1"
"Population Estimates (Persons in April)","1964","50 - 54 years","Male","Thousand","83.5"
"Population Estimates (Persons in April)","1964","50 - 54 years","Female","Thousand","78.6"
"Population Estimates (Persons in April)","1964","55 - 59 years","Both sexes","Thousand","142.9"
"Population Estimates (Persons in April)","1964","55 - 59 years","Male","Thousand","73.1"
"Population Estimates (Persons in April)","1964","55 - 59 years","Female","Thousand","69.8"
"Population Estimates (Persons in April)","1964","60 - 64 years","Both sexes","Thousand","127"
"Population Estimates (Persons in April)","1964","60 - 64 years","Male","Thousand","62.9"
"Population Estimates (Persons in April)","1964","60 - 64 years","Female","Thousand","64.1"
"Population Estimates (Persons in April)","1964","65 - 69 years","Both sexes","Thousand","110.1"
"Population Estimates (Persons in April)","1964","65 - 69 years","Male","Thousand","53.6"
"Population Estimates (Persons in April)","1964","65 - 69 years","Female","Thousand","56.5"
"Population Estimates (Persons in April)","1964","65 years and over","Both sexes","Thousand","320.5"
"Population Estimates (Persons in April)","1964","65 years and over","Male","Thousand","150.1"
"Population Estimates (Persons in April)","1964","65 years and over","Female","Thousand","170.4"
"Population Estimates (Persons in April)","1964","70 - 74 years","Both sexes","Thousand","91.4"
"Population Estimates (Persons in April)","1964","70 - 74 years","Male","Thousand","43.1"
"Population Estimates (Persons in April)","1964","70 - 74 years","Female","Thousand","48.3"
"Population Estimates (Persons in April)","1964","75 - 79 years","Both sexes","Thousand","63.1"
"Population Estimates (Persons in April)","1964","75 - 79 years","Male","Thousand","29.2"
"Population Estimates (Persons in April)","1964","75 - 79 years","Female","Thousand","33.9"
"Population Estimates (Persons in April)","1964","80 - 84 years","Both sexes","Thousand","36.3"
"Population Estimates (Persons in April)","1964","80 - 84 years","Male","Thousand","16.2"
"Population Estimates (Persons in April)","1964","80 - 84 years","Female","Thousand","20.1"
"Population Estimates (Persons in April)","1964","85 years and over","Both sexes","Thousand","19.6"
"Population Estimates (Persons in April)","1964","85 years and over","Male","Thousand","8"
"Population Estimates (Persons in April)","1964","85 years and over","Female","Thousand","11.6"
"Population Estimates (Persons in April)","1964","All ages","Both sexes","Thousand","2863.8"
"Population Estimates (Persons in April)","1964","All ages","Male","Thousand","1439.8"
"Population Estimates (Persons in April)","1964","All ages","Female","Thousand","1424"
"Population Estimates (Persons in April)","1965","Under 1 year","Both sexes","Thousand","62.4"
"Population Estimates (Persons in April)","1965","Under 1 year","Male","Thousand","31.8"
"Population Estimates (Persons in April)","1965","Under 1 year","Female","Thousand","30.6"
"Population Estimates (Persons in April)","1965","0 - 4 years","Both sexes","Thousand",""
"Population Estimates (Persons in April)","1965","0 - 4 years","Male","Thousand",""
"Population Estimates (Persons in April)","1965","0 - 4 years","Female","Thousand",""
"Population Estimates (Persons in April)","1965","0 - 14 years","Both sexes","Thousand","897.2"
"Population Estimates (Persons in April)","1965","0 - 14 years","Male","Thousand","458.3"
"Population Estimates (Persons in April)","1965","0 - 14 years","Female","Thousand","438.9"
"Population Estimates (Persons in April)","1965","1 - 4 years","Both sexes","Thousand","251"
"Population Estimates (Persons in April)","1965","1 - 4 years","Male","Thousand","128.3"
"Population Estimates (Persons in April)","1965","1 - 4 years","Female","Thousand","122.7"
"Population Estimates (Persons in April)","1965","5 - 9 years","Both sexes","Thousand","297.2"
"Population Estimates (Persons in April)","1965","5 - 9 years","Male","Thousand","151.7"
"Population Estimates (Persons in April)","1965","5 - 9 years","Female","Thousand","145.5"
"Population Estimates (Persons in April)","1965","10 - 14 years","Both sexes","Thousand","286.6"
"Population Estimates (Persons in April)","1965","10 - 14 years","Male","Thousand","146.5"
"Population Estimates (Persons in April)","1965","10 - 14 years","Female","Thousand","140.1"
"Population Estimates (Persons in April)","1965","15 - 19 years","Both sexes","Thousand","254.6"
"Population Estimates (Persons in April)","1965","15 - 19 years","Male","Thousand","131"
"Population Estimates (Persons in April)","1965","15 - 19 years","Female","Thousand","123.6"
"Population Estimates (Persons in April)","1965","15 - 24 years","Both sexes","Thousand","434.7"
"Population Estimates (Persons in April)","1965","15 - 24 years","Male","Thousand","223"
"Population Estimates (Persons in April)","1965","15 - 24 years","Female","Thousand","211.7"
"Population Estimates (Persons in April)","1965","15 years and over","Both sexes","Thousand","1978.6"
"Population Estimates (Persons in April)","1965","15 years and over","Male","Thousand","987.5"
"Population Estimates (Persons in April)","1965","15 years and over","Female","Thousand","991.1"
"Population Estimates (Persons in April)","1965","20 - 24 years","Both sexes","Thousand","180.1"
"Population Estimates (Persons in April)","1965","20 - 24 years","Male","Thousand","92"
"Population Estimates (Persons in April)","1965","20 - 24 years","Female","Thousand","88.1"
"Population Estimates (Persons in April)","1965","25 - 29 years","Both sexes","Thousand","148.8"
"Population Estimates (Persons in April)","1965","25 - 29 years","Male","Thousand","74.6"
"Population Estimates (Persons in April)","1965","25 - 29 years","Female","Thousand","74.2"
"Population Estimates (Persons in April)","1965","25 - 44 years","Both sexes","Thousand","619.4"
"Population Estimates (Persons in April)","1965","25 - 44 years","Male","Thousand","308.7"
"Population Estimates (Persons in April)","1965","25 - 44 years","Female","Thousand","310.7"
"Population Estimates (Persons in April)","1965","30 - 34 years","Both sexes","Thousand","148.2"
"Population Estimates (Persons in April)","1965","30 - 34 years","Male","Thousand","74.3"
"Population Estimates (Persons in April)","1965","30 - 34 years","Female","Thousand","73.9"
"Population Estimates (Persons in April)","1965","35 - 39 years","Both sexes","Thousand","157.2"
"Population Estimates (Persons in April)","1965","35 - 39 years","Male","Thousand","77.8"
"Population Estimates (Persons in April)","1965","35 - 39 years","Female","Thousand","79.4"
"Population Estimates (Persons in April)","1965","40 - 44 years","Both sexes","Thousand","165.2"
"Population Estimates (Persons in April)","1965","40 - 44 years","Male","Thousand","82"
"Population Estimates (Persons in April)","1965","40 - 44 years","Female","Thousand","83.2"
"Population Estimates (Persons in April)","1965","45 - 49 years","Both sexes","Thousand","168.4"
"Population Estimates (Persons in April)","1965","45 - 49 years","Male","Thousand","84.9"
"Population Estimates (Persons in April)","1965","45 - 49 years","Female","Thousand","83.5"
"Population Estimates (Persons in April)","1965","45 - 64 years","Both sexes","Thousand","602.6"
"Population Estimates (Persons in April)","1965","45 - 64 years","Male","Thousand","305.7"
"Population Estimates (Persons in April)","1965","45 - 64 years","Female","Thousand","296.9"
"Population Estimates (Persons in April)","1965","50 - 54 years","Both sexes","Thousand","163.7"
